Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Longitude,"3539","sensor","Double","False","degrees","-180","180","Current longitude of vehicle, as reported by GPS.","","","",[]
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Heading,"3540","sensor","Double","False","degrees","0","360","Current magnetic compass heading, in degrees.","","","",[]
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Accuracy,"3541","sensor","Double","False","m","","","Accuracy level of the latitude and longitude coordinates in meters.","","","",[]
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Altitude,"3542","sensor","Double","False","m","","","Current elevation of the position in meters.","","","",[]
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Speed,"3543","sensor","uint16","False","km/h","0","250","Vehicle speed, as sensed by the GPS receiver.","","","",[]
Vehicle.Cabin.Infotainment.HMI,"4579","branch","","False","","","","HMI related signals","","",""
Vehicle.Cabin.Infotainment.HMI.CurrentLanguage,"3544","sensor","string","False","","","","ISO 639-1 standard language code for the current HMI","","","",[]
Vehicle.Cabin.Infotainment.HMI.DateFormat,"3545","actuator","string","False","","","","Date format used in the current HMI","YYYY MM DD / DD MM YYYY / MM DD YYYY / YY MM DD / DD MM YY / MM DD YY","","",[]
Vehicle.Cabin.Infotainment.HMI.TimeFormat,"3546","actuator","string","False","","","","Time format used in the current HMI","12HR / 24HR","","",[]
Vehicle.Cabin.Infotainment.HMI.DistanceUnit,"3547","actuator","string","False","","","","Distance unit used in the current HMI","mi / km","","",[]
Vehicle.Cabin.Infotainment.HMI.FuelEconomyUnits,"3548","actuator","string","False","","","","Fuel economy unit used in the current HMI","mpg_UK / mpg_US / mpl / km/l / l/100km","","",[]
Vehicle.Cabin.Infotainment.HMI.EVEconomyUnits,"3549","actuator","string","False","","","","EV fuel economy unit used in the current HMI","mi/kWh / km/kWh / kWh/100mi / kWh/100km / Wh/mi / Wh/km","","",[]
Vehicle.Cabin.Infotainment.HMI.TemperatureUnit,"3550","actuator","string","False","","","","Temperature unit used in the current HMI","C / F","","",[]
Vehicle.Cabin.Infotainment.HMI.DayNightMode,"3551","actuator","string","False","","","","Current display theme","Day / Night","","",[]
Vehicle.Cabin.Sunroof,"4580","branch","","False","","","","Sun roof status.","","",""
Vehicle.Cabin.Sunroof.Position,"3552","sensor","Int8","False","","-100","100","Sunroof position. 0 = Fully closed 100 = Fully opened. -100 = Fully tilted","","","",[]
Vehicle.Cabin.Sunroof.Switch,"3553","actuator","string","False","","","","Switch controlling sliding action such as window, sunroof, or shade.","Inactive / Close / Open / OneShotClose / OneShotOpen / TiltUp / TiltDown","","",[]
Vehicle.Cabin.Sunroof.Shade,"4581","branch","","False","","","","Sun roof shade status","","",""
Vehicle.Cabin.Sunroof.Shade.Switch,"3554","actuator","string","False","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","","",[]
Vehicle.Cabin.Sunroof.Shade.Position,"3555","actuator","uint8","False","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","","",[]
Vehicle.Cabin.RearviewMirror,"4582","branch","","False","","","","Rearview mirror","","",""
Vehicle.Cabin.RearviewMirror.DimmingLevel,"3556","actuator","uint8","False","percent","","","Dimming level of rearview mirror. 0 = undimmed. 100 = fully dimmed","","","",[]
Vehicle.Cabin.Lights,"4583","branch","","False","","","","Interior lights signals and sensors","","",""
Vehicle.Cabin.Lights.IsGloveBoxOn,"3557","actuator","boolean","False","","","","Is glove box light on","","","",[]
Vehicle.Cabin.Lights.IsTrunkOn,"3558","actuator","boolean","False","","","","Is trunk light light on","","","",[]
Vehicle.Cabin.Lights.IsDomeOn,"3559","actuator","boolean","False","","","","Is central dome light light on","","","",[]
Vehicle.Cabin.Lights.AmbientLight,"3560","sensor","uint8","False","percent","0","100","How much ambient light is detected in cabin. 0 = No ambient light. 100 = Full brightness","","","",[]
Vehicle.Cabin.Lights.LightIntensity,"3561","sensor","uint8","False","percent","0","100","Intensity of the interior lights. 0 = Off. 100 = Full brightness.","","","",[]
Vehicle.Cabin.Lights.Spotlight,"4977","branch","","False","","","","Spotlight for a specific area in the vehicle.","","",""
Vehicle.Cabin.Lights.Spotlight.IsSharedOn,"4978","sensor","boolean","True","","","","Is a shared light across a specific row on","","","",['Row[1,4]']
Vehicle.Cabin.Lights.Spotlight.IsSharedOn.Row1,"4978","sensor","boolean","False","","","","Is a shared light across a specific row on","","","",
Vehicle.Cabin.Lights.Spotlight.IsSharedOn.Row2,"4978","sensor","boolean","False","","","","Is a shared light across a specific row on","","","",
Vehicle.Cabin.Lights.Spotlight.IsSharedOn.Row3,"4978","sensor","boolean","False","","","","Is a shared light across a specific row on","","","",
Vehicle.Cabin.Lights.Spotlight.IsSharedOn.Row4,"4978","sensor","boolean","False","","","","Is a shared light across a specific row on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn,"4979","actuator","boolean","True","","","","Is passenger light on","","","",['Row[1,4]']
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row1,"4979","actuator","boolean","True","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row1.Left,"4979","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row1.Right,"4979","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row2,"4979","actuator","boolean","True","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row2.Left,"4979","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row2.Right,"4979","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row3,"4979","actuator","boolean","True","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row3.Left,"4979","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row3.Right,"4979","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row4,"4979","actuator","boolean","True","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row4.Left,"4979","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row4.Right,"4979","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Door,"4596","branch","","False","","","","All doors, including windows and switches","","",""
Vehicle.Cabin.Door.IsOpen,"4980","actuator","boolean","True","","","","Is door open or closed","","","",[['Row[1,4]', ['Left', 'Right']]]
Vehicle.Cabin.Door.IsOpen.Row1,"4980","actuator","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row1.Left,"4980","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row1.Right,"4980","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row2,"4980","actuator","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row2.Left,"4980","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row2.Right,"4980","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row3,"4980","actuator","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row3.Left,"4980","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row3.Right,"4980","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row4,"4980","actuator","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row4.Left,"4980","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row4.Right,"4980","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsLocked,"4981","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",[['Row[1,4]', ['Left', 'Right']]]
Vehicle.Cabin.Door.IsLocked.Row1,"4981","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row1.Left,"4981","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row1.Right,"4981","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row2,"4981","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row2.Left,"4981","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row2.Right,"4981","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row3,"4981","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row3.Left,"4981","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row3.Right,"4981","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row4,"4981","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row4.Left,"4981","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row4.Right,"4981","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.Window,"4982","branch","","False","","","","Door window status","","",""
Vehicle.Cabin.Door.Window.isOpen,"4983","sensor","boolean","True","","","","Is door open or closed","","","",[['Row[1,4]', ['Left', 'Right']]]
Vehicle.Cabin.Door.Window.isOpen.Row1,"4983","sensor","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row1.Left,"4983","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row1.Right,"4983","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row2,"4983","sensor","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row2.Left,"4983","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row2.Right,"4983","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row3,"4983","sensor","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row3.Left,"4983","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row3.Right,"4983","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row4,"4983","sensor","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row4.Left,"4983","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row4.Right,"4983","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.Position,"4984","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",[['Row[1,4]', ['Left', 'Right']]]
Vehicle.Cabin.Door.Window.Position.Row1,"4984","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row1.Left,"4984","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row1.Right,"4984","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row2,"4984","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row2.Left,"4984","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row2.Right,"4984","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row3,"4984","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row3.Left,"4984","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row3.Right,"4984","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row4,"4984","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row4.Left,"4984","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
