Signal.Cabin.Seat.Row2.Pos1.Switch.HeadRestraint.Down,"424","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.HeadRestraint.Up,"423","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Cooler,"418","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Recline.Forward,"428","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Recline.Backward,"427","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Up,"421","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Lumbar.Down,"434","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Lumbar.Inflate,"435","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Lumbar.Up,"433","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Lumbar.Deflate,"436","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Down,"422","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Warmer,"417","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Cushion.Down,"430","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Cushion.Forward,"431","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Cushion.Backward,"432","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Cushion.Up,"429","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Forward,"419","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Backward,"420","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Massage.Increase,"425","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.Massage.Decrease,"426","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row2.Pos1.Switch.SideBolster.Inflate,"437","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Switch.SideBolster.Deflate,"438","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos1.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row2.Pos1.Cushion.Length,"411","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row2.Pos1.Cushion.Height,"410","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos1.IsBelted,"405","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row2.Pos1.Position,"409","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row2.Pos1.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row2.Pos1.SideBolster.Inflation,"414","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos1.Massage,"407","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row3,"","branch","","","","Front seats",""
Signal.Cabin.Seat.Row3.Pos4,"","branch","","","","Fourth seat from left, third row",""
Signal.Cabin.Seat.Row3.Pos4.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row3.Pos4.HeadRestraint.Height,"695","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row3.Pos4.Recline,"688","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row3.Pos4.HasPassenger,"684","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row3.Pos4.Heating,"686","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row3.Pos4.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row3.Pos4.Lumbar.Inflation,"692","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row3.Pos4.Lumbar.Height,"693","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row3.Pos4.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row3.Pos4.Airbag.IsDeployed,"696","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row3.Pos4.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row3.Pos4.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row3.Pos4.Switch.HeadRestraint.Down,"704","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.HeadRestraint.Up,"703","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Cooler,"698","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Recline.Forward,"708","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Recline.Backward,"707","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Up,"701","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Lumbar.Down,"714","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Lumbar.Inflate,"715","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Lumbar.Up,"713","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Lumbar.Deflate,"716","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Down,"702","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Warmer,"697","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Cushion.Down,"710","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Cushion.Forward,"711","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Cushion.Backward,"712","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Cushion.Up,"709","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Forward,"699","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Backward,"700","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Massage.Increase,"705","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.Massage.Decrease,"706","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row3.Pos4.Switch.SideBolster.Inflate,"717","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Switch.SideBolster.Deflate,"718","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos4.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row3.Pos4.Cushion.Length,"691","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row3.Pos4.Cushion.Height,"690","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row3.Pos4.IsBelted,"685","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row3.Pos4.Position,"689","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row3.Pos4.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row3.Pos4.SideBolster.Inflation,"694","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row3.Pos4.Massage,"687","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row3.Pos5,"","branch","","","","Fifth seat from left, third row",""
Signal.Cabin.Seat.Row3.Pos5.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row3.Pos5.HeadRestraint.Height,"730","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row3.Pos5.Recline,"723","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row3.Pos5.HasPassenger,"719","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row3.Pos5.Heating,"721","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row3.Pos5.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row3.Pos5.Lumbar.Inflation,"727","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row3.Pos5.Lumbar.Height,"728","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row3.Pos5.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row3.Pos5.Airbag.IsDeployed,"731","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row3.Pos5.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row3.Pos5.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row3.Pos5.Switch.HeadRestraint.Down,"739","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.HeadRestraint.Up,"738","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Cooler,"733","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Recline.Forward,"743","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Recline.Backward,"742","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Up,"736","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Lumbar.Down,"749","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Lumbar.Inflate,"750","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Lumbar.Up,"748","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Lumbar.Deflate,"751","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Down,"737","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Warmer,"732","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Cushion.Down,"745","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Cushion.Forward,"746","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Cushion.Backward,"747","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Cushion.Up,"744","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Forward,"734","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Backward,"735","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Massage.Increase,"740","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.Massage.Decrease,"741","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row3.Pos5.Switch.SideBolster.Inflate,"752","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Switch.SideBolster.Deflate,"753","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos5.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row3.Pos5.Cushion.Length,"726","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row3.Pos5.Cushion.Height,"725","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row3.Pos5.IsBelted,"720","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row3.Pos5.Position,"724","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row3.Pos5.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row3.Pos5.SideBolster.Inflation,"729","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row3.Pos5.Massage,"722","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row3.Pos2,"","branch","","","","Third seat from left, third row",""
Signal.Cabin.Seat.Row3.Pos2.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row3.Pos2.HeadRestraint.Height,"625","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row3.Pos2.Recline,"618","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row3.Pos2.HasPassenger,"614","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row3.Pos2.Heating,"616","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row3.Pos2.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row3.Pos2.Lumbar.Inflation,"622","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row3.Pos2.Lumbar.Height,"623","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row3.Pos2.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row3.Pos2.Airbag.IsDeployed,"626","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row3.Pos2.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row3.Pos2.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row3.Pos2.Switch.HeadRestraint.Down,"634","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.HeadRestraint.Up,"633","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Cooler,"628","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Recline.Forward,"638","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Recline.Backward,"637","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Up,"631","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Lumbar.Down,"644","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Lumbar.Inflate,"645","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Lumbar.Up,"643","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Lumbar.Deflate,"646","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Down,"632","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Warmer,"627","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Cushion.Down,"640","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Cushion.Forward,"641","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Cushion.Backward,"642","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Cushion.Up,"639","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Forward,"629","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Backward,"630","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Massage.Increase,"635","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.Massage.Decrease,"636","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row3.Pos2.Switch.SideBolster.Inflate,"647","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Switch.SideBolster.Deflate,"648","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos2.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row3.Pos2.Cushion.Length,"621","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row3.Pos2.Cushion.Height,"620","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row3.Pos2.IsBelted,"615","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row3.Pos2.Position,"619","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row3.Pos2.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row3.Pos2.SideBolster.Inflation,"624","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row3.Pos2.Massage,"617","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row3.Pos3,"","branch","","","","Third seat from left, third row",""
Signal.Cabin.Seat.Row3.Pos3.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row3.Pos3.HeadRestraint.Height,"660","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row3.Pos3.Recline,"653","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row3.Pos3.HasPassenger,"649","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row3.Pos3.Heating,"651","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row3.Pos3.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row3.Pos3.Lumbar.Inflation,"657","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row3.Pos3.Lumbar.Height,"658","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row3.Pos3.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row3.Pos3.Airbag.IsDeployed,"661","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row3.Pos3.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row3.Pos3.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row3.Pos3.Switch.HeadRestraint.Down,"669","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.HeadRestraint.Up,"668","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Cooler,"663","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Recline.Forward,"673","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Recline.Backward,"672","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Up,"666","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Lumbar.Down,"679","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Lumbar.Inflate,"680","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Lumbar.Up,"678","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Lumbar.Deflate,"681","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Down,"667","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Warmer,"662","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Cushion.Down,"675","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Cushion.Forward,"676","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Cushion.Backward,"677","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Cushion.Up,"674","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Forward,"664","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Backward,"665","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Massage.Increase,"670","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.Massage.Decrease,"671","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row3.Pos3.Switch.SideBolster.Inflate,"682","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Switch.SideBolster.Deflate,"683","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row3.Pos3.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row3.Pos3.Cushion.Length,"656","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row3.Pos3.Cushion.Height,"655","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row3.Pos3.IsBelted,"650","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row3.Pos3.Position,"654","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row3.Pos3.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row3.Pos3.SideBolster.Inflation,"659","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row3.Pos3.Massage,"652","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row3.Pos1,"","branch","","","","First seat from left, third row",""
Signal.Cabin.Seat.Row3.Pos1.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row3.Pos1.HeadRestraint.Height,"590","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row3.Pos1.Recline,"583","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row3.Pos1.HasPassenger,"579","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row3.Pos1.Heating,"581","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row3.Pos1.Lumbar,"","branch","","","","Lumbar signals",""
